68.711,94.1493
69.0773,94.1857
69.0492,94.213
69.0773,94.1584
69.0679,94.2039
69.1243,94.2677
69.2745,94.3405
69.1431,94.3405
69.2088,94.295
69.1994,94.3041
69.3027,94.4589
69.2651,94.3496
69.1525,94.3678
69.2557,94.4771
69.3403,94.4224
69.2182,94.4771
69.2745,94.4406
69.3027,94.4589
69.359,94.3678
69.406,94.4589
69.1243,94.468
69.3872,94.4771
69.5186,94.4953
69.4341,94.4953
69.3778,94.4953
69.5937,94.5772
69.3684,94.468
69.5468,94.6227
69.3778,94.6136
69.5374,94.5954
69.5374,94.5044
69.406,94.6136
69.6313,94.6682
69.6125,94.5772
69.528,94.5135
69.5468,94.65
69.5186,94.6136
69.5186,94.7956
69.6876,94.6955
69.6688,94.741
69.697,94.7956
69.697,94.8138
69.6876,94.7592
69.5843,94.7774
69.697,94.7683
69.7251,94.7683
69.6688,94.8502
69.6876,94.7501
69.8002,94.7501
69.819,94.8502
