1523.8625,1534.8374
1523.8618,1534.8357
1523.8599,1534.8333
1523.8585,1534.8324
1523.8566,1534.8285
1523.8549,1534.8241
1523.8521,1534.8208
1523.8479,1534.8169
1523.8463,1534.8134
1523.8419,1534.8093
1523.8389,1534.8048
1523.8414,1534.809
1523.8506,1534.8208
1523.859,1534.8285
1523.8646,1534.8341
1523.8666,1534.8352
1523.8677,1534.8353
1523.8677,1534.835
1523.8651,1534.8319
1523.8655,1534.8309
1523.8621,1534.8269
1523.86,1534.8231
1523.8572,1534.8191
1523.8542,1534.8148
1523.85,1534.8109
1523.8466,1534.8074
1523.8436,1534.8032
1523.8459,1534.8063
1523.8519,1534.8123
1523.8599,1534.8242
1523.8668,1534.8293
1523.8701,1534.8346
1523.8726,1534.8356
1523.8739,1534.8346
1523.8712,1534.8325
1523.8715,1534.8301
1523.8694,1534.827
1523.8667,1534.8246
1523.8633,1534.8204
1523.8607,1534.8165
1523.8562,1534.8121
1523.8529,1534.8085
1523.8523,1534.8055
1523.8502,1534.8016
1523.8521,1534.8044
1523.8591,1534.8163
1523.8671,1534.8239
1523.8723,1534.828
1523.8728,1534.8282
1523.8729,1534.8271
