549.0653,604.6167
548.313,603.7686
547.5001,602.8471
546.7611,602.1394
546.096,601.2315
545.377,600.524
545.1955,600.2904
546.5864,602.0527
549.0653,604.8839
551.0129,607.0949
551.879,607.8232
552.067,607.8299
551.7716,607.4357
551.4426,606.9146
550.704,606.0862
549.9249,605.2111
549.3138,604.403
548.4204,603.4681
547.742,602.7403
547.0097,601.9859
546.2841,601.0446
545.5315,600.3638
545.303,600.0968
546.5125,601.7789
549.0989,604.5433
550.798,606.5471
551.644,607.2085
551.8052,607.2152
551.5232,606.8812
551.0397,606.2131
550.4555,605.5251
549.7638,604.6434
549.0183,603.8287
548.2592,603.0274
547.5001,602.1328
546.7611,601.3984
546.0825,600.5841
545.377,599.7565
545.0813,599.5896
546.3311,601.1114
548.7227,603.9155
550.5764,605.9392
551.4762,606.7342
551.7515,606.9212
551.4426,606.5605
551.0263,605.9192
550.4555,605.1778
549.7839,604.2962
548.9847,603.5082
548.2995,602.7336
