-4.837,-3.835
-4.843,-3.927
-4.834,-3.917
-4.855,-3.946
-4.842,-3.843
-4.798,-3.901
-4.856,-3.905
-4.885,-3.89
-4.813,-3.88
-4.833,-3.906
-4.835,-3.873
-4.825,-3.904
-4.835,-3.888
-4.852,-3.839
-4.834,-3.922
-4.86,-3.914
-4.875,-3.967
-4.844,-3.912
-4.849,-3.979
-4.866,-3.851
-4.873,-3.904
-4.86,-3.922
-4.861,-3.936
-4.912,-3.897
-4.844,-3.95
-4.839,-3.92
-4.803,-3.961
-4.861,-3.952
-4.867,-3.909
-4.882,-3.908
-4.914,-3.968
-4.848,-3.876
-4.801,-3.951
-4.859,-3.956
-4.863,-3.876
-4.86,-3.992
-4.841,-3.908
-4.84,-3.903
-4.854,-3.936
-4.774,-3.891
-4.873,-3.941
-4.837,-3.932
-4.887,-3.934
-4.857,-3.895
-4.867,-3.933
-4.886,-3.902
-4.844,-3.931
-4.879,-3.897
-4.93,-3.936
-4.871,-3.912
-4.851,-3.989
-4.843,-3.924
-4.807,-3.907
-4.87,-3.833
-4.865,-3.916
-4.856,-3.885
-4.88,-3.929
-4.863,-3.944
-4.809,-3.997
-4.845,-3.934
-4.795,-3.858
-4.809,-3.908
-4.854,-3.901
-4.841,-4.003
-4.93,-3.934
-4.867,-3.917
-4.861,-3.929
-4.867,-3.928
-4.806,-3.913
-4.855,-3.895
-4.875,-3.956
-4.862,-3.947
-4.862,-3.934
-4.818,-3.933
-4.878,-3.911
-4.857,-3.882
-4.878,-3.954
-4.876,-3.948
-4.856,-3.942
-4.841,-3.902
-4.862,-3.9
-4.789,-3.95
-4.83,-3.899
-4.848,-3.878
-4.852,-3.913
-4.828,-3.899
-4.823,-3.941
-4.852,-3.903
-4.833,-3.877
-4.84,-3.944
-4.859,-3.921
-4.835,-3.903
-4.835,-3.934
-4.877,-3.926
-4.865,-3.923
-4.918,-3.912
-4.82,-3.905
-4.888,-3.89
-4.833,-3.897
-4.857,-3.935
