-3.646,-4.581
-3.635,-4.631
-3.619,-4.627
-3.626,-4.6
-3.633,-4.683
-3.618,-4.646
-3.66,-4.668
-3.653,-4.568
-3.653,-4.713
-3.644,-4.646
-3.675,-4.651
-3.668,-4.686
-3.629,-4.658
-3.607,-4.652
-3.685,-4.593
-3.663,-4.679
-3.629,-4.627
-3.65,-4.671
-3.634,-4.717
-3.633,-4.646
-3.639,-4.659
-3.654,-4.676
-3.661,-4.616
-3.604,-4.623
-3.636,-4.644
-3.654,-4.531
-3.622,-4.612
-3.674,-4.562
-3.66,-4.622
-3.656,-4.651
-3.595,-4.588
-3.636,-4.597
-3.621,-4.638
-3.662,-4.64
-3.658,-4.695
-3.651,-4.602
-3.621,-4.623
-3.653,-4.597
-3.641,-4.687
-3.641,-4.608
-3.673,-4.689
-3.648,-4.636
-3.637,-4.66
-3.645,-4.697
-3.645,-4.663
-3.659,-4.593
-3.64,-4.673
-3.651,-4.686
-3.655,-4.673
-3.626,-4.676
