-4.775,-3.381
-4.808,-3.357
-4.799,-3.394
-4.816,-3.34
-4.796,-3.358
-4.763,-3.362
-4.788,-3.409
-4.83,-3.4
-4.78,-3.401
-4.771,-3.351
-4.781,-3.39
-4.762,-3.352
-4.796,-3.318
-4.785,-3.369
-4.844,-3.361
-4.805,-3.302
-4.8,-3.389
-4.839,-3.361
-4.823,-3.38
-4.802,-3.376
-4.778,-3.365
-4.797,-3.373
-4.77,-3.351
-4.744,-3.373
-4.766,-3.368
-4.759,-3.386
-4.752,-3.344
-4.829,-3.311
-4.78,-3.337
-4.786,-3.38
-4.782,-3.406
-4.741,-3.34
-4.8,-3.337
-4.803,-3.404
-4.797,-3.334
-4.753,-3.368
-4.778,-3.37
-4.731,-3.316
-4.844,-3.333
-4.787,-3.358
-4.756,-3.355
-4.77,-3.306
-4.771,-3.32
-4.77,-3.34
-4.78,-3.308
-4.798,-3.389
-4.741,-3.351
-4.81,-3.332
-4.752,-3.391
-4.759,-3.372
-4.826,-3.361
-4.771,-3.34
-4.734,-3.387
-4.795,-3.313
-4.833,-3.35
-4.76,-3.365
-4.814,-3.345
-4.793,-3.321
-4.847,-3.31
-4.826,-3.366
-4.809,-3.335
-4.766,-3.316
-4.762,-3.315
-4.817,-3.271
-4.746,-3.336
-4.728,-3.323
-4.77,-3.362
-4.753,-3.316
-4.76,-3.299
-4.767,-3.352
-4.739,-3.332
-4.752,-3.308
-4.784,-3.348
-4.784,-3.339
-4.819,-3.369
-4.759,-3.33
-4.773,-3.363
-4.765,-3.361
-4.801,-3.311
-4.785,-3.34
-4.8,-3.361
-4.801,-3.372
-4.757,-3.417
-4.778,-3.404
-4.808,-3.351
-4.783,-3.357
-4.721,-3.324
-4.76,-3.341
-4.72,-3.358
-4.776,-3.31
-4.782,-3.365
-4.736,-3.32
-4.756,-3.307
-4.729,-3.333
-4.76,-3.337
-4.813,-3.348
-4.759,-3.326
-4.782,-3.343
-4.76,-3.317
-4.775,-3.327
